sentiment,confidence,sentiment_score
neutral,0.5711621046066284,0
neutral,0.795074462890625,0
neutral,0.9519805312156677,0
negative,0.9061518907546997,-1
negative,0.9424123167991638,-1
neutral,0.9322930574417114,0
negative,0.9232226610183716,-1
neutral,0.9218462109565735,0
negative,0.871969997882843,-1
positive,0.9454030990600586,1
neutral,0.7785837054252625,0
negative,0.6537492275238037,-1
negative,0.962942361831665,-1
negative,0.9454576373100281,-1
negative,0.6187753081321716,-1
neutral,0.5230535864830017,0
neutral,0.44258812069892883,0
negative,0.6809760928153992,-1
neutral,0.7096548080444336,0
positive,0.7269184589385986,1
neutral,0.9258943200111389,0
positive,0.9513943791389465,1
neutral,0.7802415490150452,0
negative,0.9589986801147461,-1
neutral,0.9264196157455444,0
neutral,0.8993061184883118,0
neutral,0.7962201237678528,0
negative,0.8317365646362305,-1
negative,0.8167492747306824,-1
negative,0.9509040117263794,-1
neutral,0.6672623157501221,0
neutral,0.7115553021430969,0
neutral,0.9448047876358032,0
neutral,0.7969628572463989,0
negative,0.9378126859664917,-1
positive,0.86002516746521,1
neutral,0.950875461101532,0
negative,0.6279405355453491,-1
neutral,0.8735399842262268,0
neutral,0.9028973579406738,0
neutral,0.7625517249107361,0
positive,0.7592688202857971,1
positive,0.9518933892250061,1
neutral,0.8958662748336792,0
neutral,0.7693951725959778,0
neutral,0.8995905518531799,0
positive,0.9342423677444458,1
neutral,0.9421535134315491,0
neutral,0.8999012112617493,0
negative,0.4574354290962219,-1
positive,0.5238755941390991,1
neutral,0.8398371934890747,0
neutral,0.8716422915458679,0
neutral,0.8845441341400146,0
positive,0.8800766468048096,1
positive,0.8320204019546509,1
neutral,0.8976023197174072,0
neutral,0.9001027345657349,0
neutral,0.924373984336853,0
negative,0.5658858418464661,-1
neutral,0.9293941855430603,0
positive,0.8378936052322388,1
neutral,0.8734226822853088,0
neutral,0.9446234703063965,0
positive,0.938054621219635,1
neutral,0.591998815536499,0
negative,0.7457342743873596,-1
neutral,0.4491356909275055,0
neutral,0.5990777015686035,0
positive,0.794218122959137,1
neutral,0.914506196975708,0
positive,0.918654203414917,1
neutral,0.838837742805481,0
neutral,0.8241645693778992,0
neutral,0.9132232666015625,0
neutral,0.9424233436584473,0
neutral,0.844386637210846,0
neutral,0.9288076758384705,0
neutral,0.5957085490226746,0
positive,0.9278860092163086,1
negative,0.9646674394607544,-1
neutral,0.5340362191200256,0
negative,0.966400682926178,-1
neutral,0.7675014138221741,0
negative,0.9559445977210999,-1
neutral,0.8317786455154419,0
negative,0.9410294890403748,-1
neutral,0.9241796731948853,0
neutral,0.8941996693611145,0
negative,0.9572339653968811,-1
neutral,0.883335292339325,0
positive,0.9052053689956665,1
neutral,0.7561957240104675,0
negative,0.9385470747947693,-1
positive,0.9106443524360657,1
negative,0.8629967570304871,-1
neutral,0.7867419719696045,0
negative,0.511259913444519,-1
neutral,0.7549355030059814,0
neutral,0.9476145505905151,0
positive,0.852132260799408,1
positive,0.7347668409347534,1
positive,0.8867341876029968,1
positive,0.9171180129051208,1
positive,0.8881075382232666,1
positive,0.907309889793396,1
positive,0.8989978432655334,1
neutral,0.9103422164916992,0
neutral,0.9393223524093628,0
neutral,0.7759580612182617,0
positive,0.498207688331604,1
positive,0.7100305557250977,1
negative,0.864696204662323,-1
neutral,0.8156148791313171,0
neutral,0.9202709197998047,0
neutral,0.8799304366111755,0
positive,0.7340580224990845,1
neutral,0.9248248338699341,0
neutral,0.9271306991577148,0
positive,0.9340996146202087,1
neutral,0.9066497087478638,0
neutral,0.9445083141326904,0
neutral,0.9460234045982361,0
negative,0.9561697244644165,-1
positive,0.9333086609840393,1
neutral,0.933250904083252,0
positive,0.6999895572662354,1
neutral,0.8959177732467651,0
positive,0.868441104888916,1
neutral,0.5388652682304382,0
neutral,0.7439262270927429,0
neutral,0.9451167583465576,0
negative,0.8049172759056091,-1
neutral,0.8274874091148376,0
neutral,0.9441494941711426,0
positive,0.6096193194389343,1
neutral,0.731209397315979,0
neutral,0.8270140886306763,0
positive,0.7110492587089539,1
neutral,0.9402755498886108,0
positive,0.6269609332084656,1
neutral,0.7782804369926453,0
positive,0.5635092854499817,1
positive,0.5398628115653992,1
positive,0.7311463356018066,1
positive,0.8983530402183533,1
positive,0.9285045862197876,1
neutral,0.7136202454566956,0
neutral,0.8654835820198059,0
neutral,0.9343715906143188,0
neutral,0.9164890646934509,0
neutral,0.9408023953437805,0
neutral,0.9285684823989868,0
positive,0.7239296436309814,1
neutral,0.9432951807975769,0
neutral,0.6393929123878479,0
negative,0.967575192451477,-1
negative,0.9236076474189758,-1
neutral,0.3828260898590088,0
neutral,0.9394014477729797,0
negative,0.5850391387939453,-1
negative,0.4700137972831726,-1
neutral,0.9414124488830566,0
neutral,0.6524938941001892,0
neutral,0.8382742404937744,0
neutral,0.742958128452301,0
negative,0.8927493691444397,-1
positive,0.935624897480011,1
neutral,0.8971697688102722,0
neutral,0.9103883504867554,0
positive,0.8791096210479736,1
neutral,0.7030325531959534,0
neutral,0.819102942943573,0
negative,0.7639284133911133,-1
positive,0.5648924112319946,1
neutral,0.7938196063041687,0
negative,0.8673703074455261,-1
positive,0.8378080129623413,1
neutral,0.8667023181915283,0
neutral,0.9322574138641357,0
positive,0.8957251310348511,1
neutral,0.877285361289978,0
negative,0.9539995789527893,-1
neutral,0.8423905968666077,0
neutral,0.9455623030662537,0
negative,0.9233322143554688,-1
neutral,0.8983699679374695,0
positive,0.746472954750061,1
positive,0.9096939563751221,1
negative,0.9466811418533325,-1
positive,0.6204704642295837,1
positive,0.8862118721008301,1
negative,0.6165792942047119,-1
neutral,0.9143508076667786,0
neutral,0.9321777820587158,0
negative,0.7268767356872559,-1
positive,0.8572666645050049,1
negative,0.5451371669769287,-1
negative,0.9558691382408142,-1
positive,0.9338906407356262,1
positive,0.89444899559021,1
negative,0.5804933905601501,-1
positive,0.5957182049751282,1
positive,0.8988770246505737,1
neutral,0.8120476603507996,0
negative,0.6151071190834045,-1
negative,0.9334544539451599,-1
neutral,0.598031759262085,0
neutral,0.5289861559867859,0
negative,0.8526366949081421,-1
negative,0.91285240650177,-1
positive,0.9504051804542542,1
positive,0.9127045273780823,1
neutral,0.8146202564239502,0
positive,0.7807030081748962,1
neutral,0.7727019190788269,0
neutral,0.8711195588111877,0
neutral,0.9222973585128784,0
neutral,0.9036399722099304,0
neutral,0.917457640171051,0
neutral,0.9326186180114746,0
neutral,0.6255030632019043,0
positive,0.8830081820487976,1
positive,0.9199327230453491,1
neutral,0.9318699836730957,0
positive,0.9252243638038635,1
neutral,0.9267191290855408,0
positive,0.9505522847175598,1
negative,0.9440291523933411,-1
neutral,0.8567212224006653,0
positive,0.9525729417800903,1
positive,0.7481001615524292,1
neutral,0.8110214471817017,0
positive,0.8775612711906433,1
neutral,0.8630200028419495,0
neutral,0.8790821433067322,0
positive,0.5987696051597595,1
neutral,0.9103086590766907,0
negative,0.49289199709892273,-1
positive,0.9405211806297302,1
positive,0.7839983701705933,1
positive,0.8834182024002075,1
positive,0.8789255619049072,1
neutral,0.9180439114570618,0
negative,0.9430350661277771,-1
positive,0.9156584739685059,1
neutral,0.5469282269477844,0
positive,0.9015953540802002,1
neutral,0.8963647484779358,0
neutral,0.6506296992301941,0
neutral,0.9131349921226501,0
positive,0.8651185035705566,1
neutral,0.8120287656784058,0
positive,0.9107958078384399,1
negative,0.9560049772262573,-1
neutral,0.9068511724472046,0
neutral,0.9425152540206909,0
neutral,0.8937304615974426,0
negative,0.9705917239189148,-1
positive,0.9308210611343384,1
neutral,0.8617706298828125,0
negative,0.8997122049331665,-1
negative,0.9716925024986267,-1
neutral,0.8585946559906006,0
positive,0.9171028733253479,1
positive,0.8459558486938477,1
neutral,0.9074330925941467,0
negative,0.821944534778595,-1
neutral,0.9385848641395569,0
neutral,0.7858311533927917,0
negative,0.8941571712493896,-1
negative,0.9422563910484314,-1
negative,0.8905099034309387,-1
neutral,0.8371297717094421,0
positive,0.8510892391204834,1
neutral,0.8048009872436523,0
negative,0.9661380052566528,-1
negative,0.9257060885429382,-1
negative,0.645867645740509,-1
negative,0.9618912935256958,-1
positive,0.7093828916549683,1
neutral,0.849181592464447,0
neutral,0.92893385887146,0
negative,0.9465469717979431,-1
neutral,0.7734014987945557,0
neutral,0.7963479161262512,0
negative,0.5033212900161743,-1
positive,0.9174483418464661,1
neutral,0.8881492614746094,0
neutral,0.8903202414512634,0
negative,0.9628336429595947,-1
neutral,0.7584772706031799,0
negative,0.9511459469795227,-1
neutral,0.9067312479019165,0
neutral,0.8397005200386047,0
positive,0.9265254139900208,1
positive,0.9431993961334229,1
negative,0.959440290927887,-1
neutral,0.9307536482810974,0
neutral,0.5458654165267944,0
negative,0.9549530148506165,-1
positive,0.9373816847801208,1
negative,0.40469107031822205,-1
positive,0.9191842675209045,1
positive,0.9264916181564331,1
neutral,0.45398157835006714,0
positive,0.8989976048469543,1
neutral,0.8963300585746765,0
negative,0.8152837157249451,-1
positive,0.9448302388191223,1
neutral,0.9339253306388855,0
neutral,0.3818926513195038,0
positive,0.8406736850738525,1
neutral,0.9058523774147034,0
neutral,0.8719626665115356,0
neutral,0.568033754825592,0
neutral,0.9257081747055054,0
positive,0.8919198513031006,1
neutral,0.5589413642883301,0
neutral,0.9232539534568787,0
neutral,0.8433377146720886,0
positive,0.9284276962280273,1
positive,0.9483919143676758,1
neutral,0.8430793881416321,0
neutral,0.9106171727180481,0
positive,0.9100123047828674,1
negative,0.9182104468345642,-1
positive,0.8608583211898804,1
neutral,0.9282617568969727,0
positive,0.9181544780731201,1
positive,0.6291969418525696,1
neutral,0.8916956186294556,0
neutral,0.9213747978210449,0
positive,0.693761944770813,1
negative,0.9592168927192688,-1
neutral,0.9368554949760437,0
neutral,0.9457257390022278,0
neutral,0.8187758922576904,0
negative,0.9247483015060425,-1
positive,0.4589218199253082,1
neutral,0.932641863822937,0
negative,0.7733595371246338,-1
negative,0.5570000410079956,-1
positive,0.6332755088806152,1
negative,0.950620174407959,-1
positive,0.9319081902503967,1
neutral,0.8707557320594788,0
positive,0.5207940936088562,1
neutral,0.922760009765625,0
neutral,0.7167006134986877,0
neutral,0.9313998222351074,0
positive,0.934856653213501,1
neutral,0.8655571937561035,0
positive,0.9364478588104248,1
neutral,0.9418131113052368,0
positive,0.8752256631851196,1
negative,0.8656107783317566,-1
neutral,0.8128306865692139,0
negative,0.8926147818565369,-1
neutral,0.9130107760429382,0
neutral,0.5064669251441956,0
negative,0.9477062821388245,-1
neutral,0.5032705664634705,0
positive,0.6088288426399231,1
neutral,0.5584379434585571,0
negative,0.6856184005737305,-1
neutral,0.9380581974983215,0
neutral,0.9398171901702881,0
negative,0.8368971943855286,-1
negative,0.9707068800926208,-1
neutral,0.5440416932106018,0
positive,0.8770095109939575,1
positive,0.9099370837211609,1
neutral,0.9403082132339478,0
positive,0.43355855345726013,1
neutral,0.9309288263320923,0
neutral,0.8750396370887756,0
negative,0.9341647624969482,-1
neutral,0.9139427542686462,0
neutral,0.9112461805343628,0
neutral,0.6246601939201355,0
neutral,0.9349414706230164,0
positive,0.5380772948265076,1
positive,0.9178945422172546,1
negative,0.5640996098518372,-1
negative,0.5577298998832703,-1
neutral,0.9300180077552795,0
neutral,0.8296533226966858,0
neutral,0.9023427963256836,0
negative,0.6168246269226074,-1
negative,0.9353101849555969,-1
positive,0.906937837600708,1
negative,0.9353191256523132,-1
negative,0.9463266134262085,-1
neutral,0.9201115369796753,0
neutral,0.5704047083854675,0
positive,0.6940103769302368,1
neutral,0.7813999056816101,0
neutral,0.6213387250900269,0
negative,0.6101080179214478,-1
neutral,0.5629197955131531,0
negative,0.9209229350090027,-1
neutral,0.9317594766616821,0
neutral,0.8125180006027222,0
positive,0.7409197092056274,1
neutral,0.9405724406242371,0
neutral,0.8600348830223083,0
positive,0.9441447257995605,1
positive,0.5348677039146423,1
negative,0.9668592214584351,-1
neutral,0.7952945828437805,0
positive,0.9420968890190125,1
negative,0.8270705938339233,-1
positive,0.8137186169624329,1
neutral,0.7786850929260254,0
positive,0.8220362067222595,1
negative,0.9651468992233276,-1
neutral,0.7391083836555481,0
negative,0.9655075073242188,-1
neutral,0.8167533278465271,0
positive,0.9547005295753479,1
neutral,0.9440675973892212,0
neutral,0.8184860348701477,0
negative,0.7473715543746948,-1
neutral,0.899575412273407,0
positive,0.6597997546195984,1
negative,0.8793476223945618,-1
positive,0.9584435224533081,1
positive,0.9186062812805176,1
positive,0.8743635416030884,1
neutral,0.7929826378822327,0
negative,0.9600943922996521,-1
positive,0.925727367401123,1
neutral,0.9537373185157776,0
neutral,0.7232763767242432,0
neutral,0.9412992000579834,0
negative,0.7571801543235779,-1
positive,0.9201473593711853,1
neutral,0.9427865147590637,0
positive,0.8267207145690918,1
negative,0.7311568260192871,-1
positive,0.8663178086280823,1
positive,0.9023751020431519,1
positive,0.8902435302734375,1
negative,0.9437951445579529,-1
neutral,0.4639030694961548,0
negative,0.5953715443611145,-1
positive,0.9185705184936523,1
neutral,0.8895438313484192,0
neutral,0.7312100529670715,0
neutral,0.9159736037254333,0
neutral,0.905859112739563,0
neutral,0.9245079755783081,0
neutral,0.9450737833976746,0
negative,0.7557894587516785,-1
negative,0.5814064145088196,-1
neutral,0.6570356488227844,0
neutral,0.9218668937683105,0
negative,0.9231165051460266,-1
neutral,0.7335962057113647,0
neutral,0.8352624773979187,0
positive,0.6885173320770264,1
positive,0.5722501873970032,1
positive,0.7102676033973694,1
negative,0.9412952065467834,-1
neutral,0.6618406772613525,0
positive,0.9222472906112671,1
positive,0.9076296091079712,1
neutral,0.8669177293777466,0
negative,0.8613820672035217,-1
neutral,0.6584110260009766,0
positive,0.8910722732543945,1
negative,0.7789063453674316,-1
neutral,0.814130425453186,0
positive,0.9053738117218018,1
positive,0.846182644367218,1
positive,0.6872166991233826,1
positive,0.9164008498191833,1
negative,0.9735552668571472,-1
neutral,0.8823575973510742,0
positive,0.7614089250564575,1
negative,0.9520906805992126,-1
positive,0.5332898497581482,1
neutral,0.6044161915779114,0
neutral,0.6028861403465271,0
negative,0.5304680466651917,-1
positive,0.5659576058387756,1
neutral,0.9330875277519226,0
neutral,0.8602138161659241,0
neutral,0.6062576174736023,0
neutral,0.8748089671134949,0
neutral,0.593164324760437,0
neutral,0.9273186326026917,0
negative,0.646294891834259,-1
neutral,0.8878118991851807,0
neutral,0.6360660195350647,0
neutral,0.6787334680557251,0
positive,0.6902405619621277,1
neutral,0.5847058892250061,0
neutral,0.8338600397109985,0
negative,0.9672085046768188,-1
negative,0.9155558943748474,-1
neutral,0.9314060211181641,0
negative,0.499808132648468,-1
neutral,0.8970955014228821,0
negative,0.9438582062721252,-1
neutral,0.923223078250885,0
positive,0.8461543321609497,1
neutral,0.9054792523384094,0
neutral,0.9113160967826843,0
negative,0.9073076248168945,-1
positive,0.9509313106536865,1
neutral,0.7349855303764343,0
neutral,0.9141753315925598,0
neutral,0.9025883078575134,0
positive,0.5602983832359314,1
negative,0.8577010035514832,-1
neutral,0.8288478851318359,0
negative,0.9621484875679016,-1
neutral,0.7566713094711304,0
neutral,0.9457995295524597,0
negative,0.9409841299057007,-1
neutral,0.9378259181976318,0
neutral,0.9401043057441711,0
neutral,0.697446882724762,0
positive,0.8968454599380493,1
neutral,0.909900963306427,0
negative,0.9658822417259216,-1
positive,0.8220293521881104,1
neutral,0.9485979080200195,0
positive,0.6436657309532166,1
neutral,0.7755813598632812,0
negative,0.9002941846847534,-1
negative,0.9308056831359863,-1
neutral,0.62595134973526,0
neutral,0.557625412940979,0
positive,0.9347257018089294,1
negative,0.9620566964149475,-1
negative,0.9420101642608643,-1
neutral,0.9033946394920349,0
negative,0.8805428147315979,-1
neutral,0.8485089540481567,0
negative,0.5648903250694275,-1
positive,0.8245795965194702,1
positive,0.9553515911102295,1
negative,0.873589038848877,-1
negative,0.9606260061264038,-1
neutral,0.9018755555152893,0
neutral,0.9444936513900757,0
neutral,0.9384273886680603,0
positive,0.9218230247497559,1
positive,0.9394962787628174,1
positive,0.9531181454658508,1
neutral,0.8754784464836121,0
neutral,0.8770641088485718,0
neutral,0.9073311686515808,0
neutral,0.7458906173706055,0
negative,0.8723695874214172,-1
negative,0.9308139681816101,-1
positive,0.9075285792350769,1
positive,0.573471188545227,1
negative,0.9178310632705688,-1
negative,0.8049030900001526,-1
neutral,0.6365222334861755,0
neutral,0.8084051609039307,0
neutral,0.5227230787277222,0
positive,0.5157172679901123,1
negative,0.9064245820045471,-1
neutral,0.9085198044776917,0
neutral,0.9449719786643982,0
positive,0.8562224507331848,1
neutral,0.7442033290863037,0
negative,0.9733222723007202,-1
neutral,0.9091911911964417,0
neutral,0.9184508323669434,0
neutral,0.6032719612121582,0
neutral,0.8926520347595215,0
neutral,0.9009181261062622,0
positive,0.502944827079773,1
neutral,0.9260814785957336,0
negative,0.7929491996765137,-1
negative,0.8131473064422607,-1
negative,0.7251562476158142,-1
negative,0.8188588619232178,-1
negative,0.838850736618042,-1
neutral,0.7358856797218323,0
neutral,0.9273543357849121,0
neutral,0.7952297925949097,0
negative,0.8293063044548035,-1
neutral,0.895072340965271,0
neutral,0.7056019306182861,0
negative,0.9305714964866638,-1
negative,0.8859429359436035,-1
positive,0.895187497138977,1
positive,0.9493427276611328,1
neutral,0.9195846915245056,0
neutral,0.8913111686706543,0
positive,0.8253232836723328,1
neutral,0.7589249610900879,0
positive,0.9553344249725342,1
neutral,0.955201268196106,0
negative,0.8709710836410522,-1
neutral,0.8030661940574646,0
positive,0.907275915145874,1
positive,0.9231008887290955,1
neutral,0.9468238949775696,0
neutral,0.828113317489624,0
positive,0.9381463527679443,1
negative,0.9397706389427185,-1
neutral,0.9292061924934387,0
neutral,0.8189806938171387,0
negative,0.9694222807884216,-1
negative,0.9447515606880188,-1
neutral,0.8737008571624756,0
neutral,0.6586547493934631,0
neutral,0.9461073875427246,0
positive,0.9346826076507568,1
neutral,0.7284929752349854,0
neutral,0.8333853483200073,0
negative,0.91762375831604,-1
positive,0.9047092199325562,1
neutral,0.9469481110572815,0
positive,0.7235441207885742,1
negative,0.9437000155448914,-1
positive,0.9427171945571899,1
neutral,0.8876375555992126,0
positive,0.77582848072052,1
neutral,0.9006842374801636,0
negative,0.7784723043441772,-1
neutral,0.935168981552124,0
negative,0.9661282896995544,-1
negative,0.9194667935371399,-1
positive,0.9260414838790894,1
negative,0.62739497423172,-1
positive,0.9270855784416199,1
neutral,0.923620343208313,0
neutral,0.5483236312866211,0
negative,0.9621484875679016,-1
neutral,0.9400550127029419,0
negative,0.6730183959007263,-1
neutral,0.8550901412963867,0
neutral,0.5669704079627991,0
negative,0.8426638841629028,-1
neutral,0.9268176555633545,0
positive,0.8748416304588318,1
neutral,0.9092320799827576,0
negative,0.8653591275215149,-1
neutral,0.6709204316139221,0
positive,0.8068231344223022,1
neutral,0.9261692762374878,0
neutral,0.6229841113090515,0
negative,0.9630865454673767,-1
neutral,0.8876532316207886,0
neutral,0.5067093372344971,0
positive,0.9183052182197571,1
negative,0.6580455303192139,-1
positive,0.6937934160232544,1
positive,0.9242743849754333,1
neutral,0.7889516949653625,0
positive,0.5728564858436584,1
positive,0.7611974477767944,1
neutral,0.8091919422149658,0
neutral,0.8460654020309448,0
negative,0.9708779454231262,-1
negative,0.9618874788284302,-1
neutral,0.7481330633163452,0
neutral,0.8374722599983215,0
positive,0.9323487281799316,1
negative,0.8288290500640869,-1
negative,0.7486593127250671,-1
positive,0.9220784902572632,1
neutral,0.8926181197166443,0
positive,0.7846983075141907,1
negative,0.8256123661994934,-1
positive,0.8111725449562073,1
neutral,0.5446670055389404,0
neutral,0.8929572105407715,0
neutral,0.6358455419540405,0
neutral,0.8419795632362366,0
negative,0.666168749332428,-1
positive,0.6050613522529602,1
negative,0.3966115117073059,-1
negative,0.9780160784721375,-1
neutral,0.7091991901397705,0
positive,0.39253875613212585,1
neutral,0.6279689073562622,0
neutral,0.8917723298072815,0
negative,0.8541668057441711,-1
negative,0.9397306442260742,-1
positive,0.5090039968490601,1
negative,0.642066240310669,-1
negative,0.9459363222122192,-1
negative,0.7466567158699036,-1
neutral,0.9323477745056152,0
negative,0.7818906903266907,-1
neutral,0.7458078265190125,0
positive,0.6203640103340149,1
negative,0.6539943814277649,-1
neutral,0.7102085947990417,0
neutral,0.8689470291137695,0
neutral,0.9078401327133179,0
negative,0.3965260982513428,-1
neutral,0.9020048379898071,0
positive,0.9220802783966064,1
neutral,0.7090725898742676,0
positive,0.7677958011627197,1
neutral,0.8018279075622559,0
neutral,0.9444148540496826,0
positive,0.7801771759986877,1
negative,0.9640427231788635,-1
neutral,0.6994677782058716,0
positive,0.8065846562385559,1
negative,0.49862560629844666,-1
negative,0.8907891511917114,-1
negative,0.9518043994903564,-1
neutral,0.8025076985359192,0
negative,0.4844527244567871,-1
negative,0.8930545449256897,-1
negative,0.9682443737983704,-1
neutral,0.8249714374542236,0
neutral,0.86602383852005,0
negative,0.963115930557251,-1
neutral,0.8881375193595886,0
negative,0.9591573476791382,-1
positive,0.7121679186820984,1
negative,0.9573150277137756,-1
neutral,0.9132002592086792,0
neutral,0.8291765451431274,0
neutral,0.4737316966056824,0
negative,0.9451738595962524,-1
neutral,0.7910091876983643,0
neutral,0.5918331742286682,0
negative,0.9716237783432007,-1
negative,0.901242196559906,-1
positive,0.9125242233276367,1
negative,0.9622001647949219,-1
neutral,0.9415246248245239,0
neutral,0.883552074432373,0
negative,0.971010684967041,-1
neutral,0.926319420337677,0
neutral,0.7814288139343262,0
neutral,0.6377826929092407,0
negative,0.9584107398986816,-1
neutral,0.903590202331543,0
neutral,0.6893380284309387,0
neutral,0.9235117435455322,0
neutral,0.9385324716567993,0
neutral,0.9453085064888,0
negative,0.97227942943573,-1
negative,0.8086860775947571,-1
positive,0.9441384673118591,1
negative,0.9303959608078003,-1
neutral,0.6229362487792969,0
negative,0.8905221223831177,-1
negative,0.9432799816131592,-1
neutral,0.7621301412582397,0
positive,0.8455731868743896,1
neutral,0.8503097295761108,0
negative,0.9348472952842712,-1
neutral,0.878271758556366,0
neutral,0.847212553024292,0
negative,0.9366447329521179,-1
neutral,0.9451701045036316,0
negative,0.9696372151374817,-1
negative,0.7339555621147156,-1
neutral,0.8813677430152893,0
neutral,0.4884248673915863,0
positive,0.9222100377082825,1
neutral,0.9462724924087524,0
neutral,0.9430146813392639,0
neutral,0.537718653678894,0
neutral,0.9069736003875732,0
neutral,0.8563016057014465,0
neutral,0.8945646286010742,0
neutral,0.9083948135375977,0
negative,0.9564046263694763,-1
negative,0.6377509236335754,-1
neutral,0.8958234190940857,0
neutral,0.9254797697067261,0
negative,0.9732235670089722,-1
negative,0.9639576077461243,-1
neutral,0.9117266535758972,0
neutral,0.8482034802436829,0
positive,0.9555080533027649,1
neutral,0.9068340063095093,0
negative,0.9590669870376587,-1
negative,0.5960140228271484,-1
negative,0.9256652593612671,-1
negative,0.9503957033157349,-1
negative,0.9618529081344604,-1
positive,0.9025295972824097,1
negative,0.5801080465316772,-1
neutral,0.8307204842567444,0
neutral,0.8880532383918762,0
neutral,0.9254831671714783,0
neutral,0.9127063155174255,0
positive,0.49850043654441833,1
negative,0.789772093296051,-1
neutral,0.9123677015304565,0
negative,0.5882197618484497,-1
neutral,0.932596743106842,0
negative,0.958210289478302,-1
negative,0.8563371896743774,-1
negative,0.9602435827255249,-1
positive,0.7539358139038086,1
neutral,0.515903651714325,0
neutral,0.8748317956924438,0
negative,0.96832674741745,-1
negative,0.9673399925231934,-1
negative,0.9562210440635681,-1
neutral,0.733110249042511,0
neutral,0.8521112203598022,0
neutral,0.7914919853210449,0
neutral,0.7851738333702087,0
neutral,0.7580968737602234,0
neutral,0.6020088195800781,0
neutral,0.49792322516441345,0
negative,0.9618337154388428,-1
positive,0.8867710828781128,1
neutral,0.8869457840919495,0
neutral,0.9465515613555908,0
neutral,0.8679559826850891,0
neutral,0.9197738766670227,0
neutral,0.8605231642723083,0
negative,0.8740890622138977,-1
negative,0.9717479348182678,-1
positive,0.7280901670455933,1
neutral,0.8518525958061218,0
neutral,0.5901793241500854,0
positive,0.4985184073448181,1
negative,0.971038818359375,-1
negative,0.7573963403701782,-1
negative,0.9449345469474792,-1
negative,0.5281825065612793,-1
negative,0.9009783864021301,-1
neutral,0.8857586979866028,0
negative,0.8375422358512878,-1
neutral,0.9401828050613403,0
negative,0.9657890200614929,-1
negative,0.9117121696472168,-1
neutral,0.6700204014778137,0
neutral,0.9158427715301514,0
negative,0.9690216183662415,-1
neutral,0.7536332011222839,0
neutral,0.9338811635971069,0
negative,0.9643082618713379,-1
positive,0.6375088691711426,1
neutral,0.9081335067749023,0
neutral,0.7831594347953796,0
neutral,0.8949217200279236,0
negative,0.9477842450141907,-1
neutral,0.6448286771774292,0
negative,0.9689090251922607,-1
negative,0.8667059540748596,-1
negative,0.9357207417488098,-1
neutral,0.8778279423713684,0
negative,0.9667246341705322,-1
neutral,0.663841187953949,0
neutral,0.8729054927825928,0
neutral,0.9503709673881531,0
neutral,0.9226589202880859,0
negative,0.8789958357810974,-1
neutral,0.9490335583686829,0
negative,0.9615190029144287,-1
positive,0.9423353672027588,1
negative,0.9580731987953186,-1
neutral,0.9476605653762817,0
negative,0.9647652506828308,-1
positive,0.8897146582603455,1
neutral,0.6963743567466736,0
neutral,0.9149408936500549,0
neutral,0.6252812147140503,0
neutral,0.9466654658317566,0
positive,0.9524028301239014,1
neutral,0.9264591932296753,0
neutral,0.9364525675773621,0
neutral,0.8362200260162354,0
neutral,0.6854914426803589,0
negative,0.7461338043212891,-1
neutral,0.9238280653953552,0
neutral,0.6055017709732056,0
neutral,0.9405581951141357,0
positive,0.9022393226623535,1
negative,0.9594081044197083,-1
negative,0.9448092579841614,-1
positive,0.9317200183868408,1
positive,0.7155148983001709,1
neutral,0.9254054427146912,0
neutral,0.8861479759216309,0
negative,0.961755096912384,-1
negative,0.9578287601470947,-1
neutral,0.867293119430542,0
negative,0.9639418125152588,-1
neutral,0.9261865019798279,0
negative,0.941079318523407,-1
negative,0.9539995789527893,-1
neutral,0.5123723745346069,0
neutral,0.9401998519897461,0
negative,0.8940685391426086,-1
neutral,0.8829553127288818,0
neutral,0.8858199715614319,0
neutral,0.9239451289176941,0
negative,0.9722212553024292,-1
neutral,0.794118344783783,0
neutral,0.9208481311798096,0
neutral,0.9392274022102356,0
positive,0.7435325384140015,1
neutral,0.4132574796676636,0
positive,0.7587010860443115,1
neutral,0.6929839253425598,0
positive,0.8896164298057556,1
neutral,0.5132408142089844,0
neutral,0.9326841831207275,0
negative,0.9740557670593262,-1
neutral,0.9278270602226257,0
neutral,0.9055994749069214,0
negative,0.7732555270195007,-1
positive,0.8757056593894958,1
neutral,0.9254389405250549,0
positive,0.9380021095275879,1
negative,0.974570095539093,-1
negative,0.9556900858879089,-1
neutral,0.702217698097229,0
negative,0.8255674242973328,-1
positive,0.9122607707977295,1
neutral,0.9235561490058899,0
neutral,0.9133827090263367,0
negative,0.8487721085548401,-1
neutral,0.7969186305999756,0
neutral,0.6470141410827637,0
positive,0.796236515045166,1
positive,0.5140730738639832,1
neutral,0.6957644820213318,0
negative,0.799596905708313,-1
negative,0.9575642943382263,-1
neutral,0.9234129190444946,0
positive,0.9313510656356812,1
positive,0.8977235555648804,1
neutral,0.9493356347084045,0
neutral,0.8808825016021729,0
positive,0.920708179473877,1
neutral,0.9185648560523987,0
positive,0.8400080800056458,1
neutral,0.8806965351104736,0
neutral,0.6042141914367676,0
negative,0.9655256867408752,-1
neutral,0.7004124522209167,0
negative,0.9633944630622864,-1
positive,0.8430652618408203,1
neutral,0.5453619956970215,0
negative,0.9440533518791199,-1
negative,0.9719270467758179,-1
neutral,0.91334468126297,0
neutral,0.8899233341217041,0
